date,url,content,title
2008-12-3,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B1336fe45-4213-48e6-a96c-ea001900f253%7D,2008年10月，国务院核准福建福清核电一期工程。福清核电厂址位于福建省福州市所辖福清市三山镇前薛村歧尾山前沿，采用广东岭澳核电站“翻版加改进”技术建设2台百万千瓦级核电机组。,福建福清核电一期工程通过核准
2008-12-17,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bc13a232b-0b5e-4c59-badb-e8325720422e%7D,2008年8月，国家发展改革委核准三峡地下电站和电源电站项目，地下电站总装机容量420万千瓦，建设6台70万千瓦的混流式水轮发电机组，电源电站总装机容量10万千瓦，建设2台5万千瓦的混流式水轮发电机组。,三峡地下电站和电源电站项目通过核准
2008-12-17,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B7714f2a2-8fca-455c-9940-53dd9e4a438e%7D,2008年11月，国家发展改革委核准红水河大化水电站扩建工程项目，新建1台11万千瓦的轴流转浆式水轮发电机组，扩建后，该项目总装机容量56.6万千瓦。,红水河大化水电站扩建工程项目通过核准
2008-12-17,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bdc5a5981-bab9-48ff-8460-7aa8c8e6c153%7D,2008年7月，国家发展改革委核准河北省张北坝头风电场项目，该项目总装机容量9.9万千瓦，建设66台1500千瓦风电机组。,河北省张北坝头风电场项目通过核准
2008-12-17,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bc0ef4ae9-b8f3-4648-8fbe-8e303f5dbe99%7D,2008年11月，国家能源局核准河北承德围场御道口牧场风电场工程项目，该项目总装机容量15万千瓦，建设100台1500千瓦风电机组。,河北承德围场御道口牧场风电场工程项目通过核准
2008-12-17,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B12d8b445-1c3c-44c2-8501-1657fb3c23cb%7D,2008年11月，国家能源局核准甘肃瓜州300兆瓦大型自主化示范风电场项目，该项目总装机容量30万千瓦。,甘肃瓜州300兆瓦大型自主化示范风电场项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B5a3ac959-1f44-4cde-944e-8dcf88db003a%7D,2008年12月5日，国家发展改革委、国家能源局在安徽淮南举行两淮亿吨级大型煤电基地竣工投产仪式。2008年，两淮基地内煤炭生产规模突破1亿吨/年，电厂总装机达到1300多万千瓦。,两淮亿吨级大型煤电基地竣工投产
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B9f525eea-ec4f-46bb-9862-04a34581b04f%7D,2008年12月18日，同煤大唐塔山煤矿及选煤厂通过国家竣工验收。矿井设计生产能力1500万吨／年，是我国目前已投产的生产能力最大的井工矿。,山西大同塔山煤矿通过国家竣工验收
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B97b76e3a-fe25-4246-8f5f-77b6c070abfd%7D,2008年12月，国家发展改革委批复了新疆哈密大南湖矿区总体规划，建设规模暂定2000万吨/年。,新疆哈密大南湖矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bb5cdc5c0-b75c-458e-8b99-be8944559d6e%7D,2009年1月，国家发展改革委批复了内蒙古自治区宝日希勒矿区总体规划，生产建设规模4480万吨/年。,内蒙古自治区宝日希勒矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bc6b76267-b677-44a7-8d0b-6e7731d22c31%7D,2009年1月，国家发展改革委批复了陕西省吴堡矿区总体规划，建设规模暂定360万吨/年。,陕西省吴堡矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B4d16e597-460b-46ba-8b5b-f5a0e3576f67%7D,2009年1月，国家发展改革委批复了内蒙古自治区贺斯格乌拉矿区总体规划，建设规模2120万吨/年。,内蒙古自治区贺斯格乌拉矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bd1ee2657-2735-419f-8b08-512ccf249749%7D,2009年1月，国家发展改革委批复了辽宁省沈阳矿区总体规划，生产建设规模1305万吨/年。,辽宁省沈阳矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bb18b126b-49e5-4dca-821e-cfc971c47885%7D,2009年1月，国家发展改革委批复了云南省弥勒县跨竹矿区总体规划，建设规模暂定500万吨/年。,云南省弥勒县跨竹矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B257bea99-7e74-446d-ac65-a6f4086045bd%7D,2009年1月，国家发展改革委批复了内蒙古自治区锡林郭勒盟白音乌拉矿区总体规划，建设规模2500万吨/年。,内蒙古自治区锡林郭勒盟白音乌拉矿区总体规划通过批复
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Be3c207ba-db64-4a69-a51e-2c601c409003%7D,2008年12月，国家发展改革委核准大唐国际发电股份有限公司胜利东二号露天煤矿项目一期工程，建设规模为1000万吨/年。,大唐国际发电股份有限公司胜利东二号露天煤矿项目一期工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B823474f8-003b-448e-9703-4264088698f2%7D,2008年12月，国家发展改革委核准陕煤集团神木柠条塔矿业有限公司柠条塔矿井项目，矿井规划建设规模为1200万吨/年，初期投产600万吨/年，配套建设相同规模的选煤厂。,陕煤集团神木柠条塔矿业有限公司柠条塔矿井项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B73fbbc6b-6c99-4078-81f9-d9b2f2b8cfb0%7D,2008年12月，国家发展改革委核准陕煤集团神木张家峁矿业有限公司张家峁煤矿项目，矿井规划建设规模为600万吨/年，初期投产300万吨/年，配套建设相应规模的选煤厂。,陕煤集团神木张家峁矿业有限公司张家峁煤矿项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Ba709eff0-03dc-43ee-867e-93e9152310ad%7D,2008年12月，国家发展改革委核准内蒙古珠江投资有限公司青春塔矿井及选煤厂项目，矿井建设规模为600万吨/年，配套建设相应规模的选煤厂和矿区铁路专用线。,内蒙古珠江投资有限公司青春塔矿井及选煤厂项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B385b4d0b-329c-4f98-9e97-10fd18aa8e0e%7D,2008年12月，国家发展改革委核准贵州枣矿能源有限责任公司绿塘矿井项目，矿井建设规模为180万吨/年，配套建设地面生产系统，预留建设选煤厂的场地。,贵州枣矿能源有限责任公司绿塘矿井项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B3b21a5fc-296c-438a-bc2f-762c464b6401%7D,2008年9月，国家发展改革委核准广西永福电厂“上大压小”工程。永福电厂位于桂林市永福县苏桥镇，建设2台30万千瓦国产亚临界燃煤发电机组，同步安装烟气脱硫装置，相应关停广西自治区内20.81万千瓦小火电机组，并占用广西“十一五”后三年火电建设规模30万千瓦。,广西永福电厂“上大压小”工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B6e9f2830-0601-4baa-ac4a-bd573e9dbd17%7D,2008年11月，国务院核准广东阳江核电工程。阳江核电厂址位于广东省阳江市阳东县东平镇沙环村，采用广东岭澳核电站“翻版加改进”技术建设6台百万千瓦级核电机组。,广东阳江核电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B944f1e87-2c68-4d9c-be47-1831a8ad326c%7D,2008年11月，国务院核准浙江秦山核电厂扩建项目（方家山核电工程）。秦山核电厂扩建项目位于浙江省嘉兴市海盐县秦山镇，采用广东岭澳核电站“翻版加改进”技术建设2台百万千瓦级核电机组。,浙江秦山核电厂扩建项目（方家山核电工程）通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B0d20baef-31e7-4e92-9f30-1ebc4c9270c1%7D,2008年12月，国家发展改革委核准江西华能井冈山电厂二期“上大压小”扩建工程。本工程在电厂一期工程扩建端东侧预留场地建设1台60万千瓦级国产超超临界燃煤发电机组，同步安装延期脱硫和脱硝装置，并对一期2台30万千瓦机组进行脱硫、除尘和低氮燃烧改造，相应关停江西省16.95万千瓦小火电机组，并占用江西省2009年电源建设规模32万千瓦。,江西华能井冈山电厂二期“上大压小”扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B1745f870-81a5-4264-b3f9-8f16e0cc3f76%7D,2008年12月，国家发展改革委核准福建石狮鸿山热电厂“上大压小”工程。电厂位于福建石狮市鸿山镇伍堡村沿海滩涂区，建设2台60万千瓦国产超临界燃煤供热机组，配套建设热网工程。建设1个5万吨级煤炭泊位（水工结构按10万吨级设计），年通过能力510万吨，码头长310米。项目投产后，拆除供热区内123台小锅炉，并形成1300吨/时以上供工业蒸汽的能力。该项目对应关停石狮、晋江的小油机37.8万千瓦，占用2009年福建省火电建设规模60万千瓦。,福建石狮鸿山热电厂“上大压小”工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bfc1819ce-ef4f-40b8-a64e-1326b81b51c5%7D,2008年12月，国家发展改革委核准黑龙江华电牡丹江第二发电厂“上大压小”扩建工程。本期工程在电厂现有场地建设2台30万千瓦国产亚临界燃煤发电机组，配套建设热网工程，同步安装烟气脱硫装置。项目投产后，要形成1200万平米供暖能力，相应关停黑龙江省30万千瓦小机组，并拆除供热区域内128台分散小锅炉。,黑龙江华电牡丹江第二发电厂“上大压小”扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B5fa973d6-a763-4c24-8d45-9c4f5b2724bb%7D,2008年12月，国家发展改革委核准宁夏鸳鸯湖电厂。电厂位于宁夏灵武市宁东镇能源化工基地规划区内，建设2台60万千瓦国产超临界燃煤空冷发电机组，同步建设烟气脱硫装置。,宁夏鸳鸯湖电厂通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Ba502f646-3f5a-4e28-8a63-3fb14a5f863f%7D,2008年12月，国家发展改革委核准宁夏水洞沟电厂新建工程。电厂位于宁夏灵武市磁窑堡镇沙沟，建设2台60万千瓦国产超临界燃煤空冷发电机组，同步安装烟气脱硫装置。,宁夏水洞沟电厂新建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B04d51659-b106-4993-9ecc-d10d8d369c00%7D,2008年12月，国家发展改革委核准山东华能白杨河电厂“上大压小”扩建工程。本工程利用拆除白杨河电厂小机组后的场地建设2台30万千瓦热电机组，配套建设热网工程，同步安装烟气脱硫和脱硝装置，相应关停小火电机组27.4万千瓦。工程投产后，形成1000万平方米以上供暖和120吨/小时工业供汽能力，并拆除供热区域内135台分散小锅炉。,山东华能白杨河电厂“上大压小”扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B7f668cdd-bd06-43fd-b6bd-0d4161d8e1a3%7D,2008年12月，国家发展改革委核准河南国电荥阳电厂2台60万千瓦机组“上大压小”新建工程。本工程位于河南省荥阳市城关镇，建设2台60万千瓦国产超超临界燃煤发电机组，同步安装延期脱硫装置，相应关停河南省36万千瓦小火电机组，并占用河南省“十一五”后三年火电建设规模60万千瓦。,河南国电荥阳电厂2台60万千瓦机组“上大压小”新建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bcc7e6593-6e23-4741-bf35-30d870e7169d%7D,2008年12月，国家发展改革委核准宁夏灵武电厂二期工程。本工程在灵武电厂一期工程北侧建设2台100万千瓦国产超超临界燃煤空冷发电机组，同步安装烟气脱硫和脱硝装置。,宁夏灵武电厂二期工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bd6861cb5-90cb-425a-8fde-6b96813c5eb7%7D,2008年12月，国家发展改革委核准浙江舟山电厂二期“上大压小”工程。本工程在舟山电厂现有场地建设1台30万千瓦国产亚临界燃煤发电机组，同步安装烟气脱硫装置，相应关停浙江省24.1万千瓦小火电机组。,浙江舟山电厂二期“上大压小”工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B777f4b7e-1187-49d8-bd7e-3ad809385c21%7D,2008年12月，国家发展改革委核准国电兰州热电有限公司2×30万千瓦热电联产项目。本工程位于兰州市西固区范家坪镇，建设2台30万千瓦级国产亚临界热电机组，同步建设烟气脱硫和脱硝装置，配套建设热网工程。项目投产后，形成1300万平方米的供暖能力，相应关停兰州市460台供热锅炉。,国电兰州热电有限公司2×30万千瓦热电联产项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B82ddfb8b-f55f-4706-b698-64f6297b8ca8%7D,2009年1月，国家发展改革委核准大唐宝鸡热电厂2×30万千瓦“上大压小”热电联产项目。本工程位于陈仓区千河镇宋家庄，同步安装烟气脱硫装置，配套建设热网工程。相应关停陕西省小火电机组15.5万千瓦。工程投产后，形成1250万平方米的供暖能力，并拆除供热区域内147台分散小锅炉，并占用陕西省“十一五”后三年火电建设规模30万千瓦。,大唐宝鸡热电厂2×30万千瓦“上大压小”热电联产项目通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B77026b26-2869-47c9-b7e1-e21988ef55e2%7D,2009年1月，国家发展改革委核准宁夏六盘山热电联产新建工程。本工程位于宁夏回族自治区固原市原州区什里村，建设2台33万千瓦国产亚临界燃煤空冷热电机组，同步安装烟气脱硫装置，配套建设热网工程。工程投产后，形成1200万平方米的供暖能力，并拆除供热区域内139台分散小锅炉。,宁夏六盘山热电联产新建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B5007e085-6e7c-4b27-bdfa-e304b869e2b3%7D,2009年1月，国家发展改革委核准河北大唐马头电厂“上大压小”扩建工程。本工程位于老厂扩建端，建设2台30万千瓦国产亚临界燃煤热电机组，同步安装烟气脱硫装置，配套建设热网工程。相应关停河北省小火电机组31万千瓦。工程投产后，形成1200万平方米的供暖能力，并拆除供热区域内127台分散小锅炉。,河北大唐马头电厂“上大压小”扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B11c78a5e-3fd7-4748-8885-b636bb774ae1%7D,2009年1月，国家发展改革委核准吉林江南热电厂“上大压小”新建工程。本工程位于吉林市丰满区，建设2台30万千瓦国产亚临界燃煤热电机组，同步安装烟气脱硫和脱硝装置，配套建设热网工程。工程投产后，形成1060万平方米以上的供暖能力和160吨/时的工业抽汽能力。工程投产后三个月内关停吉林热电厂1-4号（4×2.5万千瓦）、5-7号（3×5万千瓦）合计25万千瓦小机组和供热区域内146台分散小锅炉，并占用吉林省“十一五”后三年火电建设规模10万千瓦。,吉林江南热电厂“上大压小”新建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B29bdd9c6-c128-458a-be9e-60e2b15cec21%7D,2009年1月，国家发展改革委核准宁夏青铜峡铝业自备电厂工程。本工程位于宁夏回族自治区青铜峡市，建设2台30万千瓦国产亚临界直接空冷燃煤发电机组，同步建设烟气脱硫装置。,宁夏青铜峡铝业自备电厂通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B10622168-a523-4145-87ea-3b912d9d1d05%7D,2008年11月，国家发展改革委核准河南获嘉500千伏变电站扩建工程。本工程主要新增500千伏变电容量75万千伏安。,河南获嘉500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B32104bb2-2abc-48c0-88be-2094ff4cea6e%7D,2008年11月，国家发展改革委核准河南祥符500千伏变电站扩建工程。本工程主要新增500千伏变电容量75万千伏安。,河南祥符500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bc7e88cda-f936-4247-b397-e57ba14965c1%7D,2008年11月，国家发展改革委核准上海南桥500千伏变电站扩建工程。本工程主要新增500千伏变电容量100万千伏安。,上海南桥500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B720912f7-10cc-43d6-be67-113c418d1900%7D,2008年11月，国家发展改革委核准上海顾路500千伏变电站扩建工程。本工程主要新增500千伏变电容量100万千伏安。,上海顾路500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B43496d6d-db75-434d-a4b3-98106a73eeb7%7D,2008年12月，国家发展改革委核准宁东至山东±660千伏直流输电示范工程。本工程主要新建±660千伏换流站2座，新增换流容量800万千瓦，新建±660千伏直流线路1335公里。,宁东至山东±660千伏直流输电示范工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bf11265a5-9dec-4641-bb0e-5c09a3e46e64%7D,2008年12月，国家发展改革委核准三峡地下电站送出工程。本工程主要新建500千伏线路579公里。,三峡地下电站送出工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bc9d791c4-e634-4e10-8b75-eb102c2c8c89%7D,2008年12月，国家发展改革委核准葛沪直流综合改造工程。本工程新建荆门、沪西2座500千伏换流站，新增换流容量600万千瓦，建设直流线路976公里。,葛沪直流综合改造工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B98e69674-a545-45bb-9401-69bd9ea265a5%7D,2008年9月，国家发展改革委核准陕西鹿城（商南）330千伏输变电工程。本工程主要新增330千伏变电容量48万千伏安，新建330千伏线路184公里。,陕西鹿城（商南）330千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B1adc6a67-d25c-40f0-b8e7-bc52c09ab4c0%7D,2008年9月，国家发展改革委核准陕西铜川电厂送出330千伏输变电工程。本工程主要新建330千伏线路325.7公里。,陕西铜川电厂送出330千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B6aa7e73b-d7ea-4c25-aded-2033e33614a4%7D,2008年12月，国家发展改革委核准东北白音华经赤峰至辽宁500千伏输变电工程。本工程新建大板、赤南、朝阳500千伏变电站3座，新增500千伏变电容量225万千伏安，新建500千伏线路1398.7公里。,东北白音华经赤峰至辽宁500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Babdd170d-37d3-43ad-a383-de1485f11031%7D,2008年12月，国家发展改革委核准云南景洪水电站送出500千伏输变电工程。本工程主要新建500千伏线路790公里。,云南景洪水电站送出500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bdc5ec5c6-1d64-4dbb-b6ef-a70c362e8596%7D,2008年12月，国家发展改革委核准云南小湾水电站送出500千伏输变电工程。本工程主要新建500千伏线路981.8公里。,云南小湾水电站送出500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bda6e9818-fb10-4da2-8d0c-76fa6b604cc0%7D,2008年12月，国家发展改革委核准辽宁瓦房店500千伏输变电工程。本工程主要新建500千伏变电站1座，新增500千伏变电容量200万千伏安，新建500千伏线路167公里。,辽宁瓦房店500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bf2e6d52e-3f1f-457b-93d3-5ac38205b35b%7D,2008年12月，国家发展改革委核准辽宁庄河500千伏输变电工程。本工程主要新建500千伏开关站1座，新增500千伏变电容量100万千伏安，新建500千伏线路415公里。,辽宁庄河500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Ba1adec4d-ca7a-42c5-94bd-4324f0a40d0a%7D,2008年12月，国家发展改革委核准四川康定500千伏输变电工程。本工程主要新建500千伏变电站1座，新增变电容量100万千伏安，新建500千伏线路430公里。,四川康定500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B0e71892e-abf3-4079-9f93-b13488e0c6d8%7D,2008年12月，国家发展改革委核准四川绵阳500千伏输变电工程。本工程主要新建500千伏变电站1座，新增变电容量150万千伏安，新建500千伏线路65.8公里。,四川绵阳500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B30bc74ba-6240-44ae-914b-165e614a21c2%7D,2008年12月，国家发展改革委核准四川广元500千伏输变电工程。本工程主要新建500千伏变电站1座，新增变电容量150万千伏安，新建500千伏线路252公里。,四川广元500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B7dd72473-f67c-40b9-b602-976a0f0c536f%7D,2009年1月，国家发展改革委核准江苏苏州东500千伏输变电工程。本工程主要新建500千伏变电站1座，新增变电容量200万千伏安，新建500千伏线路2公里，改造500千伏线路2公里。,江苏苏州东500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B76c2d18d-dcff-4a17-82dc-4f47095f49e5%7D,2009年1月，国家发展改革委核准江苏江阴东500千伏输变电工程。本工程主要新建500千伏变电站1座，新增变电容量200万千伏安，新建500千伏线路47公里。,江苏江阴东500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B0b674eb8-5527-4110-9d44-d9bc213d810f%7D,2009年1月，国家发展改革委核准江苏南通东500千伏输变电工程。本工程将南通东220千伏开关站扩建为500千伏变电站，新增变电容量200万千伏安，新建500千伏线路137公里。,江苏南通东500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bdcd645f9-defc-4765-aa27-223294a7c616%7D,2009年1月，国家发展改革委核准四川资阳500千伏输变电工程。本工程新建500千伏变电站1座，新增变电容量150万千伏安，新建500千伏线路5.6公里。,四川资阳500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B3dee20f8-158f-48d4-8ef8-eb0d197b108a%7D,2009年1月，国家发展改革委核准重庆北碚500千伏输变电工程。本工程新建500千伏变电站1座，新增变电容量200万千伏安，新建500千伏线路14.25公里。,重庆北碚500千伏输变电工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bf182930e-0830-4027-95ae-a201db8cfad5%7D,2009年1月，国家发展改革委核准江西上饶500千伏变电站扩建工程。本工程新增500千伏变电容量75万千伏安。,江西上饶500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bf79e47d2-3ee7-4e6b-977b-96bcfb4c28dc%7D,2009年1月，国家发展改革委核准江西进贤500千伏变电站扩建工程。本工程新增500千伏变电容量75万千伏安。,江西进贤500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B1b5a01c6-9c71-4a4c-ae35-a3e82f45b388%7D,2009年1月，国家发展改革委核准浙江杭北500千伏变电站扩建工程。本工程新增500千伏变电容量100万千伏安。,浙江杭北500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Be9f6b29c-231a-41f1-a296-ab5e0558b24d%7D,2009年1月，国家发展改革委核准浙江兰溪500千伏变电站扩建工程。本工程新增500千伏变电容量100万千伏安。,浙江兰溪500千伏变电站扩建工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B3b23bb7f-7fbc-44c3-b74c-f0896e409231%7D,2009年2月，国家发展改革委核准湖北龙泉换流站扩建第2组主变工程。本工程新增500千伏变电容量75万千伏安。,湖北龙泉换流站扩建第2组主变工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Ba8ad17f1-40f5-42b3-83f4-96da5e633cc9%7D,2009年2月，国家发展改革委核准湖北宜都换流站扩建母线高抗工程。本工程安装1组500千伏高压并联电抗器。,湖北宜都换流站扩建母线高抗工程通过核准
2009-2-25,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B33c070a3-b75d-4a55-856d-01d39268be03%7D,2009年2月，国家发展改革委核准河北西柏坡至石北线路改进石东500千伏输变电工程。本工程新增500千伏线路149公里。,河北西柏坡至石北线路改进石东500千伏输变电工程
2009-3-12,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B822474a6-3ee1-4baf-b155-a2d86a9f1274%7D,2009年3月，国家发展改革委核准四川大渡河泸定水电站项目，建设4台23万千瓦的混流式水轮发电机组，该项目总装机容量92万千瓦。,四川大渡河泸定水电站项目通过核准
2009-3-12,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B189a0215-09cd-4378-b9a0-01bf68065d3a%7D,2009年2月，国家发展改革委核准江苏如东二期风电特许权项目扩建项目，该项目总装机容量10.05万千瓦，建设67台1500千瓦风电机组。,江苏如东二期风电特许权项目扩建项目通过核准
2009-3-12,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7Bd9ec24ee-3539-42d4-9a32-2743af4328f6%7D,2009年2月，国家发展改革委核准贵州北盘江董箐水电站项目，建设4台22万千瓦的混流式水轮发电机组，该项目总装机容量88万千瓦。,贵州北盘江董箐水电站项目通过核准
2009-3-12,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B6949bff7-c979-4ff5-bc34-f9fd4542f6cb%7D,2009年2月，国家发展改革委核准河北华电沽源风电场项目，该项目总装机容量10.05万千瓦，建设67台1500千瓦风电机组。,河北华电沽源风电场项目通过核准
2009-3-6,http://zfxxgk.ndrc.gov.cn/PublicItemView.aspx?ItemID=%7B3bf19976-6c99-4885-8fa7-bf66cee7c99b%7D,"2009年  第4号
　　为做好电力工业节能减排工作，优化电源结构，提高能源效率，按照《国务院批转发展改革委、能源办关于加快关停小火电机组若干意见的通知》（国发[2007]2号）要求，在国家有关部门的大力支持下，通过各省（自治区、直辖市）人民政府和相关电力企业的共同努力，2008年全国共关停小火电机组1669万千瓦，超额完成年度计划目标。至此，“十一五”前三年全国累计关停小火电机组3421万千瓦，已完成“十一五”目标的68％。
　　现将2006年、2007年11－12月份和2008年关停小火电机组情况（2007年1－10月份情况已公告）予以公布，以接受社会各界监督。
　　附表：一、2008年全国关停小火电机组情况表
　　　　　二、2007年11－12月份全国关停小火电机组情况表 
　　　　　三、2006年全国关停小火电机组情况表 

国家发展改革委
国家能源局 
国家环境保护部
电　　监　　会
二〇〇九年三月六日",全国关停小火电机组情况　2009年第4号公告
